ID,Name,Position,SM,WF,Rating,Color,League,Club,Country,Age,Rarity,Foot,Attack WR,Defense WR,Cost
243,Sergio Gómez Martín,LB,4,3,74,silver,Premier League,Manchester City,Spain,22,Rare,Left,High,Med,900
244,Cole Palmer,RW,4,3,67,silver,Premier League,Manchester City,England,20,Rare,Left,Med,Med,950
245,Darío Sarmiento,RM,3,3,67,silver,Premier League,Manchester City,Argentina,19,Non Rare,Left,High,Med,10000
246,Morgan Rogers,LW,3,4,66,silver,Premier League,Manchester City,England,20,Rare,Right,High,Med,1800
247,Scott Carson,GK,1,3,65,silver,Premier League,Manchester City,England,37,Non Rare,Right,Med,Med,650
248,Alex Robertson,CM,2,3,58,bronze,Premier League,Manchester City,England,19,Non Rare,Right,Med,Med,650
249,Cristiano Ronaldo,ST,5,4,90,gold,Premier League,Manchester Utd,Portugal,37,Rare,Right,High,Low,60000
250,Casemiro,CDM,2,3,89,gold,Premier League,Manchester Utd,Brazil,30,Rare,Right,Med,High,43000
251,David De Gea,GK,1,3,87,gold,Premier League,Manchester Utd,Spain,32,Rare,Right,Med,Med,22750
252,Bruno Fernandes,CAM,4,3,86,gold,Premier League,Manchester Utd,Portugal,28,Rare,Right,High,High,17750
253,Jadon Sancho,LW,5,3,84,gold,Premier League,Manchester Utd,England,22,Rare,Right,High,Med,4800
254,Raphaël Varane,CB,2,4,84,gold,Premier League,Manchester Utd,France,29,Rare,Right,Med,High,5100
255,Christian Eriksen,CM,4,5,82,gold,Premier League,Manchester Utd,Denmark,30,Rare,Right,Med,Low,1200
256,Antony,RW,5,3,82,gold,Premier League,Manchester Utd,Brazil,22,Rare,Left,High,Med,1600
257,Harry Maguire,CB,2,3,81,gold,Premier League,Manchester Utd,England,29,Non Rare,Right,High,Med,900
258,Marcus Rashford,LW,5,3,81,gold,Premier League,Manchester Utd,England,25,Rare,Right,Med,Low,1000
259,Lisandro Martínez,CB,3,3,81,gold,Premier League,Manchester Utd,Argentina,25,Rare,Left,Med,High,1100
260,Fred,CM,4,3,80,gold,Premier League,Manchester Utd,Brazil,29,Rare,Left,High,High,700
261,Scott McTominay,CDM,3,3,80,gold,Premier League,Manchester Utd,Scotland,26,Rare,Right,Med,High,700
262,Victor Lindelöf,CB,3,4,80,gold,Premier League,Manchester Utd,Sweden,28,Non Rare,Right,Med,Med,600
263,Anthony Martial,ST,4,4,80,gold,Premier League,Manchester Utd,France,27,Rare,Right,Low,Low,750
264,Luke Shaw,LB,3,2,80,gold,Premier League,Manchester Utd,England,27,Rare,Left,Med,Med,1000
265,Martin Dúbravka,GK,1,2,80,gold,Premier League,Manchester Utd,Slovakia,34,Non Rare,Right,Med,Med,2400
266,Aaron Wan-Bissaka,RB,3,2,80,gold,Premier League,Manchester Utd,England,25,Rare,Right,Med,Med,800
267,Donny van de Beek,CM,3,3,79,gold,Premier League,Manchester Utd,Netherlands,25,Non Rare,Right,High,Med,1100
268,Tyrell Malacia,LB,3,3,79,gold,Premier League,Manchester Utd,Netherlands,23,Rare,Left,High,Med,1800
269,Diogo Dalot,RB,3,4,78,gold,Premier League,Manchester Utd,Portugal,23,Non Rare,Right,High,Med,650
270,Anthony Elanga,RW,3,3,74,silver,Premier League,Manchester Utd,Sweden,20,Rare,Right,High,High,1800
271,Axel Tuanzebe,CB,3,3,74,silver,Premier League,Manchester Utd,England,25,Rare,Right,Med,Med,3200
272,Tom Heaton,GK,1,3,73,silver,Premier League,Manchester Utd,England,36,Rare,Right,Med,Med,1200
273,Brandon Williams,LB,3,2,73,silver,Premier League,Manchester Utd,England,22,Rare,Right,High,Med,900
274,Phil Jones,CB,2,3,73,silver,Premier League,Manchester Utd,England,30,Rare,Right,Low,High,1000
275,Facundo Pellistri,RM,3,3,70,silver,Premier League,Manchester Utd,Uruguay,21,Non Rare,Right,High,Med,650
276,Di'Shon Bernard,CB,2,3,69,silver,Premier League,Manchester Utd,England,22,Non Rare,Right,High,Med,650
277,Teden Mengi,CB,2,3,67,silver,Premier League,Manchester Utd,England,20,Rare,Right,High,High,750
278,Shola Shoretire,RM,3,4,64,bronze,Premier League,Manchester Utd,England,18,Rare,Right,Med,Med,1800
279,Zack Steffen,GK,1,3,77,gold,EFL Championship (ENG 2),Middlesbrough,United States,27,Non Rare,Right,Med,Med,600
280,Darragh Lenihan,CB,2,3,73,silver,EFL Championship (ENG 2),Middlesbrough,Republic of Ireland,28,Non Rare,Right,Med,High,550
281,Isaiah Jones,RWB,3,4,73,silver,EFL Championship (ENG 2),Middlesbrough,England,23,Rare,Right,High,Med,600
282,Dael Fry,CB,2,3,73,silver,EFL Championship (ENG 2),Middlesbrough,England,25,Rare,Right,Med,Med,650
283,Paddy McNair,CB,3,3,73,silver,EFL Championship (ENG 2),Middlesbrough,Northern Ireland,27,Rare,Right,Med,High,600
284,Matt Clarke,CB,3,3,72,silver,EFL Championship (ENG 2),Middlesbrough,England,26,Non Rare,Left,Med,Med,600
285,Chuba Akpom,ST,3,3,72,silver,EFL Championship (ENG 2),Middlesbrough,England,27,Rare,Right,Med,Low,650
286,Alex Mowatt,CM,3,2,72,silver,EFL Championship (ENG 2),Middlesbrough,England,27,Rare,Left,Med,Med,1100
287,Jonny Howson,CDM,3,3,71,silver,EFL Championship (ENG 2),Middlesbrough,England,34,Non Rare,Right,Med,High,600
288,Riley McGree,CM,3,3,71,silver,EFL Championship (ENG 2),Middlesbrough,Australia,24,Rare,Left,High,Med,600
289,Matt Crooks,CM,2,2,71,silver,EFL Championship (ENG 2),Middlesbrough,England,29,Rare,Right,High,Med,700
290,Ryan Giles,LWB,3,2,71,silver,EFL Championship (ENG 2),Middlesbrough,England,22,Rare,Left,High,Med,600
291,Anfernee Dijksteel,CB,2,2,71,silver,EFL Championship (ENG 2),Middlesbrough,Netherlands,26,Rare,Right,Low,High,700
292,Tommy Smith,RWB,3,3,71,silver,EFL Championship (ENG 2),Middlesbrough,England,30,Non Rare,Right,Med,Med,600
293,Rodrigo Muniz Carvalho,ST,3,3,70,silver,EFL Championship (ENG 2),Middlesbrough,Brazil,21,Non Rare,Right,Med,Med,2000
294,Darnell Fisher,RWB,3,3,70,silver,EFL Championship (ENG 2),Middlesbrough,England,28,Non Rare,Right,Med,High,600
295,Marc Bola,LWB,2,3,70,silver,EFL Championship (ENG 2),Middlesbrough,England,25,Non Rare,Left,High,Med,600
296,Matthew Hoppe,ST,3,4,69,silver,EFL Championship (ENG 2),Middlesbrough,United States,21,Non Rare,Right,Med,Med,650
297,Luke Daniels,GK,1,3,68,silver,EFL Championship (ENG 2),Middlesbrough,England,35,Rare,Right,Med,Med,600
298,Duncan Watmore,ST,3,3,68,silver,EFL Championship (ENG 2),Middlesbrough,England,28,Non Rare,Right,High,Med,500
299,Marcus Forss,ST,2,3,68,silver,EFL Championship (ENG 2),Middlesbrough,Finland,23,Non Rare,Right,High,High,600
300,Liam Roberts,GK,1,2,65,silver,EFL Championship (ENG 2),Middlesbrough,England,28,Non Rare,Left,Med,Med,600
301,Stephen Walker,RW,3,2,60,bronze,EFL Championship (ENG 2),Middlesbrough,England,22,Non Rare,Right,High,Med,200
302,Caolán Boyd-Munce,CM,2,3,56,bronze,EFL Championship (ENG 2),Middlesbrough,Northern Ireland,22,Non Rare,Left,High,Med,200
303,Bradley James,GK,1,3,54,bronze,EFL Championship (ENG 2),Middlesbrough,England,23,Non Rare,Right,Med,Med,200
304,Kieran Trippier,RB,3,4,84,gold,Premier League,Newcastle Utd,England,32,Rare,Right,Med,Med,4800
305,Nick Pope,GK,1,3,81,gold,Premier League,Newcastle Utd,England,30,Rare,Right,Med,Med,800
306,Allan Saint-Maximin,LM,5,4,81,gold,Premier League,Newcastle Utd,France,25,Rare,Right,High,Low,2400
307,Bruno Guimarães,CM,3,2,81,gold,Premier League,Newcastle Utd,Brazil,25,Rare,Right,High,High,800
308,Alexander Isak,ST,4,5,80,gold,Premier League,Newcastle Utd,Sweden,23,Rare,Right,High,Low,700
309,Sven Botman,CB,2,3,80,gold,Premier League,Newcastle Utd,Netherlands,23,Non Rare,Left,Med,High,650
310,Callum Wilson,ST,4,3,79,gold,Premier League,Newcastle Utd,England,30,Rare,Right,High,Med,700
311,Miguel Almirón,RM,4,2,78,gold,Premier League,Newcastle Utd,Paraguay,28,Rare,Left,High,High,700
312,Dan Burn,CB,2,3,77,gold,Premier League,Newcastle Utd,England,30,Non Rare,Left,Med,High,650
313,Matt Targett,LB,3,2,77,gold,Premier League,Newcastle Utd,England,27,Non Rare,Left,High,Med,750
314,Fabian Schär,CB,2,3,77,gold,Premier League,Newcastle Utd,Switzerland,31,Non Rare,Right,High,Med,600
315,Jonjo Shelvey,CM,3,3,77,gold,Premier League,Newcastle Utd,England,30,Non Rare,Right,Med,Med,750
316,Ryan Fraser,RM,3,4,76,gold,Premier League,Newcastle Utd,Scotland,28,Non Rare,Right,Med,Med,500
317,Chris Wood,ST,2,3,76,gold,Premier League,Newcastle Utd,New Zealand,31,Non Rare,Right,High,Med,900
318,Karl Darlow,GK,1,2,75,gold,Premier League,Newcastle Utd,England,32,Non Rare,Right,Med,Med,650
319,Joelinton,CM,3,3,75,gold,Premier League,Newcastle Utd,Brazil,26,Non Rare,Right,High,High,650
320,Jamaal Lascelles,CB,2,3,75,gold,Premier League,Newcastle Utd,England,29,Non Rare,Right,Low,Med,650
321,Joseph Willock,CM,3,3,75,gold,Premier League,Newcastle Utd,England,23,Non Rare,Right,High,High,750
322,Emil Krafth,RB,3,3,74,silver,Premier League,Newcastle Utd,Sweden,28,Rare,Right,Med,Med,950
323,Javier Manquillo Gaitán,RB,3,3,74,silver,Premier League,Newcastle Utd,Spain,28,Rare,Right,Med,Med,1500
324,Sean Longstaff,CM,2,3,74,silver,Premier League,Newcastle Utd,England,25,Rare,Right,Med,Med,850
325,Paul Dummett,LB,2,2,73,silver,Premier League,Newcastle Utd,Wales,31,Rare,Left,Med,Med,750
326,Matt Ritchie,RM,4,4,73,silver,Premier League,Newcastle Utd,Scotland,33,Rare,Left,High,High,650
327,Jacob Murphy,RM,3,4,73,silver,Premier League,Newcastle Utd,England,27,Non Rare,Right,High,Med,700
328,Jamal Lewis,LB,3,3,72,silver,Premier League,Newcastle Utd,Northern Ireland,24,Rare,Left,High,High,700
329,Elliot Anderson,LW,3,4,67,silver,Premier League,Newcastle Utd,Scotland,20,Non Rare,Right,High,Med,1100
330,Mark Gillespie,GK,1,3,67,silver,Premier League,Newcastle Utd,England,30,Non Rare,Right,Med,Med,750
331,Santiago Muñoz,ST,3,3,66,silver,Premier League,Newcastle Utd,Mexico,20,Non Rare,Right,Med,Med,1200
332,Remo Freuler,CM,4,3,80,gold,Premier League,Nott'm Forest,Switzerland,30,Non Rare,Right,Med,Med,650
333,Renan Lodi,LB,4,3,80,gold,Premier League,Nott'm Forest,Brazil,24,Rare,Left,High,Med,750
334,Dean Henderson,GK,1,3,79,gold,Premier League,Nott'm Forest,England,25,Non Rare,Right,Med,Med,650
335,Moussa Niakhaté,CB,2,3,78,gold,Premier League,Nott'm Forest,France,26,Rare,Left,Med,High,700
336,Jesse Lingard,CAM,4,3,78,gold,Premier League,Nott'm Forest,England,30,Non Rare,Right,High,Med,1400
337,Willy Boly,CB,2,4,78,gold,Premier League,Nott'm Forest,Côte d'Ivoire,31,Non Rare,Right,Med,Med,650
338,Taiwo Awoniyi,ST,3,2,77,gold,Premier League,Nott'm Forest,Nigeria,25,Non Rare,Right,High,Med,650
339,Emmanuel Dennis,ST,4,3,76,gold,Premier League,Nott'm Forest,Nigeria,25,Rare,Right,Med,Low,700
340,Morgan Gibbs-White,CAM,4,2,75,gold,Premier League,Nott'm Forest,England,22,Non Rare,Right,Med,Med,1300
341,Brennan Johnson,RW,3,4,75,gold,Premier League,Nott'm Forest,Wales,21,Non Rare,Right,High,Low,600
342,Orel Mangala,CM,3,3,75,gold,Premier League,Nott'm Forest,Belgium,24,Non Rare,Right,Med,Med,650
343,Wayne Hennessey,GK,1,3,74,silver,Premier League,Nott'm Forest,Wales,35,Rare,Right,Med,Med,700
344,Joe Worrall,CB,2,2,74,silver,Premier League,Nott'm Forest,England,26,Rare,Right,Med,High,650
345,Lewis O'Brien,CM,3,2,73,silver,Premier League,Nott'm Forest,England,24,Rare,Left,High,High,800
346,Omar Richards,LB,3,2,73,silver,Premier League,Nott'm Forest,England,24,Rare,Left,Med,Med,800
347,Loïc Badé,CB,2,3,73,silver,Premier League,Nott'm Forest,France,22,Non Rare,Right,Med,High,1300
348,Scott McKenna,CB,2,3,73,silver,Premier League,Nott'm Forest,Scotland,26,Rare,Left,Med,High,650
349,Ryan Yates,CDM,2,3,73,silver,Premier League,Nott'm Forest,England,25,Rare,Right,High,High,700
350,Steve Cook,CB,2,3,72,silver,Premier League,Nott'm Forest,England,31,Non Rare,Right,Med,High,650
351,Harry Toffolo,LWB,3,2,72,silver,Premier League,Nott'm Forest,England,27,Non Rare,Left,High,Med,650
352,Neco Williams,RB,2,3,71,silver,Premier League,Nott'm Forest,Wales,21,Non Rare,Right,High,High,700
353,Sam Surridge,ST,2,3,71,silver,Premier League,Nott'm Forest,England,24,Non Rare,Right,High,High,750
354,Giulian Biancone,CB,3,4,70,silver,Premier League,Nott'm Forest,France,22,Rare,Right,High,Med,700
355,Cafú,CDM,3,3,69,silver,Premier League,Nott'm Forest,Portugal,29,Rare,Right,Med,High,700
356,Jack Colback,CDM,3,2,69,silver,Premier League,Nott'm Forest,England,33,Non Rare,Left,Med,High,750
357,Lyle Taylor,ST,3,3,69,silver,Premier League,Nott'm Forest,Montserrat,32,Non Rare,Right,Med,Low,650
358,Jordan Smith,GK,1,4,67,silver,Premier League,Nott'm Forest,England,28,Non Rare,Left,Med,Med,650
359,Loïc Mbe Soh,CB,2,2,66,silver,Premier League,Nott'm Forest,France,21,Non Rare,Right,Low,High,600
360,Harry Arter,CDM,3,5,65,silver,Premier League,Nott'm Forest,Republic of Ireland,33,Non Rare,Left,Med,High,650
361,Ateef Konaté,CAM,3,3,61,bronze,Premier League,Nott'm Forest,France,21,Non Rare,Right,Med,Med,1300
362,Dale Taylor,ST,2,2,56,bronze,Premier League,Nott'm Forest,Northern Ireland,19,Non Rare,Right,High,Low,600
363,George Shelvey,GK,1,3,55,bronze,Premier League,Nott'm Forest,England,21,Non Rare,Right,Med,Med,450
364,Oliver Hammond,CM,2,2,54,bronze,Premier League,Nott'm Forest,England,20,Non Rare,Right,Med,Med,700
365,Rob Dickie,CB,2,2,74,silver,EFL Championship (ENG 2),QPR,England,26,Rare,Right,Med,Med,600
366,Chris Willock,CAM,4,3,73,silver,EFL Championship (ENG 2),QPR,England,24,Rare,Right,Med,Med,650
367,Seny Dieng,GK,1,3,72,silver,EFL Championship (ENG 2),QPR,Senegal,28,Rare,Right,Med,Med,600
368,Ilias Chair,CAM,3,2,71,silver,EFL Championship (ENG 2),QPR,Morocco,25,Non Rare,Right,High,Med,550
369,Stefan Johansen,CM,3,3,71,silver,EFL Championship (ENG 2),QPR,Norway,32,Rare,Left,High,High,700
370,Lyndon Dykes,ST,2,3,70,silver,EFL Championship (ENG 2),QPR,Scotland,27,Rare,Right,High,Med,600
371,Ethan Laird,RB,3,3,70,silver,EFL Championship (ENG 2),QPR,England,21,Rare,Right,High,Med,700
372,Jimmy Dunne,CB,2,4,70,silver,EFL Championship (ENG 2),QPR,Republic of Ireland,25,Non Rare,Right,Med,High,600
373,Tyler Roberts,CAM,3,3,70,silver,EFL Championship (ENG 2),QPR,Wales,24,Non Rare,Right,Med,Med,550
374,Albert Adomah,RM,3,3,69,silver,EFL Championship (ENG 2),QPR,Ghana,35,Non Rare,Right,Med,High,550
375,Jake Clarke-Salter,CB,2,3,69,silver,EFL Championship (ENG 2),QPR,England,25,Non Rare,Left,Med,Med,550
376,Kenneth Paal,LB,3,3,68,silver,EFL Championship (ENG 2),QPR,Netherlands,25,Rare,Left,High,Med,700
377,Sam Field,CM,2,3,68,silver,EFL Championship (ENG 2),QPR,England,24,Non Rare,Left,Low,High,750
378,Andre Dozzell,CM,3,4,67,silver,EFL Championship (ENG 2),QPR,England,23,Non Rare,Left,Med,Med,550
379,Luke Amos,CM,3,4,67,silver,EFL Championship (ENG 2),QPR,England,25,Non Rare,Left,Med,Med,550
380,Osman Kakay,RWB,2,3,67,silver,EFL Championship (ENG 2),QPR,Sierra Leone,25,Non Rare,Right,High,Med,550
381,Taylor Richards,CAM,3,3,66,silver,EFL Championship (ENG 2),QPR,England,22,Non Rare,Left,High,Med,600
382,Jordan Archer,GK,1,2,66,silver,EFL Championship (ENG 2),QPR,Scotland,29,Non Rare,Right,Med,Med,650
383,Macauley Bonne,ST,2,5,66,silver,EFL Championship (ENG 2),QPR,Zimbabwe,27,Non Rare,Right,High,Med,700
384,Niko Hämäläinen,LB,2,3,66,silver,EFL Championship (ENG 2),QPR,Finland,25,Non Rare,Left,Med,Med,650
385,Olamide Shodipo,LW,3,3,64,bronze,EFL Championship (ENG 2),QPR,Republic of Ireland,25,Rare,Right,Med,Low,400
386,Conor Masterson,CB,2,3,63,bronze,EFL Championship (ENG 2),QPR,Republic of Ireland,24,Non Rare,Right,Med,Med,1900
387,George Thomas,CAM,3,3,63,bronze,EFL Championship (ENG 2),QPR,Wales,25,Rare,Right,High,Med,400
388,Tim Iroegbunam,CDM,3,4,62,bronze,EFL Championship (ENG 2),QPR,England,19,Non Rare,Right,Med,Med,200
389,Stanley Flaherty,CAM,3,3,57,bronze,EFL Championship (ENG 2),QPR,England,21,Non Rare,Left,Med,Med,300
390,Faysal Bettache,CM,2,3,57,bronze,EFL Championship (ENG 2),QPR,England,22,Non Rare,Left,Med,Med,200
391,Odysseus Alfa,LW,2,3,56,bronze,EFL Championship (ENG 2),QPR,Nigeria,23,Non Rare,Right,High,Med,200
392,Joe Walsh,GK,1,5,55,bronze,EFL Championship (ENG 2),QPR,England,20,Rare,Right,Med,Med,350
393,Joe Gubbins,CB,2,2,54,bronze,EFL Championship (ENG 2),QPR,England,21,Non Rare,Right,Med,Med,200
394,Murphy Mahoney,GK,1,2,54,bronze,EFL Championship (ENG 2),QPR,England,21,Non Rare,Right,Med,Med,200
395,James Ward-Prowse,CM,3,3,81,gold,Premier League,Southampton,England,28,Non Rare,Right,High,High,900
396,Duje Ćaleta-Car,CB,2,3,78,gold,Premier League,Southampton,Croatia,26,Non Rare,Right,Med,High,650
397,Kyle Walker-Peters,RB,3,4,78,gold,Premier League,Southampton,England,25,Non Rare,Right,High,Med,750
398,Mohammed Salisu,CB,2,3,77,gold,Premier League,Southampton,Ghana,23,Non Rare,Left,Med,High,600
399,Romain Perraud,LB,3,2,76,gold,Premier League,Southampton,France,25,Non Rare,Left,High,Med,750
400,Stuart Armstrong,RM,3,4,76,gold,Premier League,Southampton,Scotland,30,Non Rare,Right,High,High,500
401,Mohamed Elyounoussi,LM,4,4,76,gold,Premier League,Southampton,Norway,28,Non Rare,Right,Med,Med,500
402,Ché Adams,ST,3,3,76,gold,Premier League,Southampton,Scotland,26,Non Rare,Right,High,Med,650
403,Joe Aribo,CM,4,3,75,gold,Premier League,Southampton,Nigeria,26,Rare,Left,High,High,750
404,Alex McCarthy,GK,1,2,75,gold,Premier League,Southampton,England,33,Non Rare,Right,Med,Med,700
405,Ainsley Maitland-Niles,RWB,4,3,75,gold,Premier League,Southampton,England,25,Non Rare,Right,Med,Med,600
406,Tino Livramento,RB,2,4,75,gold,Premier League,Southampton,England,20,Non Rare,Right,High,Med,700
407,Moussa Djenepo,LM,3,3,74,silver,Premier League,Southampton,Mali,24,Rare,Right,High,Med,650
408,Adam Armstrong,ST,3,4,74,silver,Premier League,Southampton,England,25,Rare,Right,High,Low,3800
409,Ibrahima Diallo,CDM,3,3,74,silver,Premier League,Southampton,France,23,Rare,Right,Med,High,650
410,Armel Bella Kotchap,CB,2,5,73,silver,Premier League,Southampton,Germany,21,Rare,Right,Med,Med,3000
411,Theo Walcott,RM,3,2,72,silver,Premier League,Southampton,England,33,Non Rare,Right,Med,Med,650
412,Lyanco Neves Vojnovic,CB,2,3,72,silver,Premier League,Southampton,Brazil,25,Non Rare,Right,Med,High,700
413,Gavin Bazunu,GK,1,2,70,silver,Premier League,Southampton,Republic of Ireland,20,Non Rare,Right,Med,Med,700
414,Willy Caballero,GK,1,3,70,silver,Premier League,Southampton,Argentina,41,Rare,Right,Med,Med,750
415,Sékou Mara,ST,3,3,69,silver,Premier League,Southampton,France,20,Non Rare,Right,Med,Med,750
416,Romeo Lavia,CDM,2,3,62,bronze,Premier League,Southampton,Belgium,19,Non Rare,Right,Med,High,550
417,Heung Min Son,LW,4,5,90,gold,Premier League,Spurs,South Korea,30,TOTW,Right,High,Med,370000
418,Heung Min Son,LW,4,5,89,gold,Premier League,Spurs,South Korea,30,Rare,Right,High,Med,44000
419,Harry Kane,ST,3,5,89,gold,Premier League,Spurs,England,29,Rare,Right,High,High,44000
420,Hugo Lloris,GK,1,1,87,gold,Premier League,Spurs,France,36,Rare,Left,Med,Med,22750
421,Ivan Perišić,LM,4,5,84,gold,Premier League,Spurs,Croatia,33,Rare,Right,High,Med,4700
422,Pierre-Emile Højbjerg,CDM,3,4,83,gold,Premier League,Spurs,Denmark,27,Rare,Right,High,High,1700
423,Cristian Romero,CB,3,2,83,gold,Premier League,Spurs,Argentina,24,Rare,Right,Med,High,1600
424,Dejan Kulusevski,RW,4,3,81,gold,Premier League,Spurs,Sweden,22,Rare,Left,High,Med,900
425,Richarlison,ST,4,5,81,gold,Premier League,Spurs,Brazil,25,Rare,Right,High,Med,1000
426,Yves Bissouma,CDM,4,3,81,gold,Premier League,Spurs,Mali,26,Rare,Right,High,Med,900
427,Lucas Moura,RW,4,4,80,gold,Premier League,Spurs,Brazil,30,Rare,Right,Med,Med,850
428,Eric Dier,CB,2,2,80,gold,Premier League,Spurs,England,29,Non Rare,Right,Med,High,950
429,Ben Davies,CB,3,3,79,gold,Premier League,Spurs,Wales,29,Non Rare,Left,Med,Med,900
430,Rodrigo Bentancur,CM,4,4,79,gold,Premier League,Spurs,Uruguay,25,Rare,Right,Med,Med,750
431,Davinson Sánchez,CB,2,2,79,gold,Premier League,Spurs,Colombia,26,Rare,Right,Med,High,900
432,Clément Lenglet,CB,2,4,78,gold,Premier League,Spurs,France,27,Non Rare,Left,Med,Med,1000
433,Emerson,RWB,3,3,78,gold,Premier League,Spurs,Brazil,24,Non Rare,Right,High,Med,850
434,Matt Doherty,RWB,3,4,77,gold,Premier League,Spurs,Republic of Ireland,31,Non Rare,Right,High,Med,950
435,Bryan Gil Salvatierra,LM,3,3,77,gold,Premier League,Spurs,Spain,21,Non Rare,Left,High,Med,1000
436,Oliver Skipp,CDM,2,3,77,gold,Premier League,Spurs,England,22,Non Rare,Right,Med,High,1000
437,Fraser Forster,GK,1,5,76,gold,Premier League,Spurs,England,34,Non Rare,Right,Med,Med,1000
438,Djed Spence,RWB,3,3,75,gold,Premier League,Spurs,England,22,Non Rare,Right,High,High,950
439,Ryan Sessegnon,LWB,4,3,75,gold,Premier League,Spurs,England,22,Non Rare,Left,High,Med,950
440,Japhet Tanganga,RWB,2,3,74,silver,Premier League,Spurs,England,23,Rare,Right,Med,High,850
441,Pape Matar Sarr,CM,2,3,71,silver,Premier League,Spurs,Senegal,20,Non Rare,Right,Med,Med,800
442,Harvey White,CDM,3,3,64,bronze,Premier League,Spurs,England,21,Rare,Left,Med,Med,900
443,Brandon Austin,GK,1,2,64,bronze,Premier League,Spurs,England,24,Rare,Right,Med,Med,850
444,Jamie Bowden,CM,2,3,63,bronze,Premier League,Spurs,Republic of Ireland,21,Non Rare,Right,Med,Med,800
445,Alfie Devine,CAM,2,3,60,bronze,Premier League,Spurs,England,18,Non Rare,Right,High,Med,5800
446,Brooklyn Lyons-Foster,CB,2,3,58,bronze,Premier League,Spurs,England,22,Non Rare,Right,Med,Med,900
447,Declan Rice,CDM,2,3,84,gold,Premier League,West Ham,England,24,Rare,Right,Med,High,4800
448,Lucas Paquetá,CAM,5,4,82,gold,Premier League,West Ham,Brazil,25,Rare,Left,High,High,1600
